Vendor SKU,Shape,Carat,Color,Fancy Color Description,Clarity,Cut,Depth,Table Percent,Polish,Crown Angle,Crown Height,Lower Half,Pavlilion Angle,Pavillion Depth,Star Length,Facet,Symmetry,Fluorescence,Measurements,Culet,Girdle,Cert Lab,Cert ID,Cert Lab 2,Cert ID 2,Vendor Price(Total),Vendor Price Per Carat,Memo Flag,Eye Clean,Milky,Brand,Inscription,Country Of Origin,Country of Manufacture ,Pic URL,Canada Mark,Rio Tinto,Comments
1249A,Round,1.7,G,,VS2,Excellent,61.1,61,Excellent,35,14,,41,,,,Excellent,None,7.67 - 7.64 x 4.67,None,Slightly Thick,GIA,5171221132,,,13972.98,8219.4,No,Yes,No,Regular,,ISR,ISR,,,,
1251A,Round,1.72,E,,SI1,Excellent,61,57,Excellent,33.5,14,,41,,,,Excellent,None,7.73 - 7.72 x 4.72,None,Medium To Slightly Thick,GIA,5181631985,,,13671.42,7948.5,No,Yes,No,Regular,,ISR,ISR,,,,
1251D,Round,1.71,E,,VS1,Very Good,61.3,60,Very Good,34.5,13.5,,41.6,,,,Good,None,7.71 - 7.66 x 4.71,Very Small,Thin To Medium,GIA,6342280188,,,14979.8565,8760.15,No,Yes,No,Regular,,ISR,ISR,,,,
1252A,Round,1.71,D,,VS2,Excellent,59.3,61,Excellent,32.5,12.5,,40.8,,,,Excellent,None,7.79 - 7.76 x 4.61,None,Slightly Thick,GIA,2181294459,,,17753.904,10382.4,No,Yes,No,Regular,,ISR,ISR,,,,
1253A,Round,1.7,D,,VS1,Very Good,60,62,Excellent,31.5,12,,42,,,,Very Good,Faint Blue,7.78 - 7.75 x 4.66,None,Thin To Slightly Thick,GIA,2347529426,,,16943.22,9966.6,No,Yes,No,Regular,,ISR,ISR,,,,
1256A,Round,1.84,G,,VS1,Excellent,58.6,60,Excellent,32,12.5,,41.2,,,,Excellent,None,8.12 - 8.06 x 4.74,None,Thin To Medium,GIA,1255013453,,,17297.196,9400.65,No,Yes,No,Regular,,ISR,ISR,,,,
1259A,Round,1.8,E,,VS1,Very Good,57.8,64,Excellent,30.5,10.5,,41.6,,,,Very Good,None,8.07 - 7.98 x 4.64,None,Thin To Slightly Thick,GIA,2264045836,,,19448.1,10804.5,No,Yes,No,Regular,,ISR,ISR,,,,
1266A,Round,2.01,D,,IF,Very Good,59.6,61,Very Good,31.5,12,,41.4,,,,Very Good,None,8.24 - 8.13 x 4.88,Small,Medium To Thick,GIA,2145268472,,,41671.8225,20732.25,No,Yes,No,Regular,,ISR,ISR,,,,
2001A,Princess,0.45,D,,VS2,,72.5,72,Very Good,0,0,,0,,,,Good,None,4.17 - 4.12 x 2.99,None,Slightly Thick To Very Thick,GIA,6212546815,,,620.865,1379.7,No,Yes,No,Regular,,ISR,ISR,,,,
2002A,Princess,0.4,D,,VS1,,71.6,71,Excellent,0,0,,0,,,,Very Good,None,4.11 - 4.04 x 2.89,None,Thin To Slightly Thick,GIA,2214516361,,,602.28,1505.7,No,Yes,No,Regular,,ISR,ISR,,,,
2003A,Princess,0.48,D,,VS1,,71.4,73,Very Good,0,0,,0,,,,Good,None,4.41 - 4.31 x 3.08,None,Medium To Thick,GIA,1349607854,,,747.432,1557.15,No,Yes,No,Regular,,ISR,ISR,,,,
2016A,Princess,0.55,E,,VS1,,73.3,73,Very Good,0,0,,0,,,,Very Good,None,4.53 - 4.47 x 3.28,None,Medium To Thick,GIA,1176227580,,,1032.57,1877.4,No,Yes,No,Regular,,ISR,ISR,,,,
2022A,Princess,0.52,E,,VVS2,,72.1,76,Very Good,0,0,,0,,,,Good,None,4.50 - 4.45 x 3.21,None,Thin To Thick,GIA,2175227660,,,911.274,1752.45,No,Yes,No,Regular,,ISR,ISR,,,,
2027A,Princess,0.57,D,,VS1,,72.8,72,Excellent,0,0,,0,,,,Very Good,None,4.64 - 4.51 x 3.28,None,Slightly Thick,GIA,1219516319,,,1183.833,2076.9,No,Yes,No,Regular,,ISR,ISR,,,,
2034A,Princess,0.75,F,,SI1,,72.3,68,Very Good,0,0,,0,,,,Very Good,None,5.00 - 4.97 x 3.59,None,Medium To Thick,GIA,7246629166,,,1792.35,2389.8,No,Yes,No,Regular,,ISR,ISR,,,,
2036A,Princess,0.73,F,,VS1,,70.4,71,Excellent,0,0,,0,,,,Very Good,None,5.05 - 4.95 x 3.48,None,Thick,GIA,5161617869,,,1894.788,2595.6,No,Yes,No,Regular,,ISR,ISR,,,,
2037A,Princess,0.7,F,,VS1,,70.3,70,Excellent,0,0,,0,,,,Very Good,None,5.02 - 4.95 x 3.48,None,Slightly Thick To Thick,GIA,2266293454,,,1816.92,2595.6,No,Yes,No,Regular,,ISR,ISR,,,,
2038A,Princess,0.7,F,,VS1,,66.8,74,Excellent,0,0,,0,,,,Very Good,None,5.16 - 5.00 x 3.34,None,Medium To Slightly Thick,GIA,2244629290,,,1816.92,2595.6,No,Yes,No,Regular,,ISR,ISR,,,,
2039A,Princess,0.71,F,,VS1,,70.7,69,Excellent,0,0,,0,,,,Very Good,None,5.06 - 4.95 x 3.50,None,Medium To Slightly Thick,GIA,1248370615,,,1842.876,2595.6,No,Yes,No,Regular,,ISR,ISR,,,,
2040A,Princess,0.74,F,,VS1,,70.9,71,Excellent,0,0,,0,,,,Excellent,None,5.05 - 4.99 x 3.53,None,Slightly Thick,GIA,6201794066,,,1984.458,2681.7,No,Yes,No,Regular,,ISR,ISR,,,,
2041A,Princess,0.73,E,,SI1,,71.4,72,Excellent,0,0,,0,,,,Very Good,None,5.03 - 4.96 x 3.54,None,Thick,GIA,2266292915,,,1790.544,2452.8,No,Yes,No,Regular,,ISR,ISR,,,,
2042A,Princess,0.7,E,,VS2,,67.5,75,Very Good,0,0,,0,,,,Very Good,None,5.11 - 5.04 x 3.40,None,0,GIA,5163713998,,,1816.92,2595.6,No,Yes,No,Regular,,ISR,ISR,,,,
2044A,Princess,0.77,E,,VS1,,70.9,71,Very Good,0,0,,0,,,,Very Good,None,5.09 - 5.03 x 3.57,None,Slightly Thick To Very Thick,GIA,2348610294,,,2238.7365,2907.45,No,Yes,No,Regular,,ISR,ISR,,,,
2045A,Princess,0.7,E,,VS1,,70.5,72,Very Good,0,0,,0,,,,Good,None,4.98 - 4.95 x 3.49,None,Thin To Slightly Thick,GIA,5156526082,,,1748.565,2497.95,No,Yes,No,Regular,,ISR,ISR,,,,
2046A,Princess,0.71,E,,VS1,,71,71,Excellent,0,0,,0,,,,Very Good,None,5.00 - 4.95 x 3.51,None,Slightly Thick To Thick,GIA,6265295285,,,1935.318,2725.8,No,Yes,No,Regular,,ISR,ISR,,,,
2048A,Princess,0.73,D,,VS1,,70.9,70,Excellent,0,0,,0,,,,Very Good,None,5.02 - 4.99 x 3.54,None,Slightly Thick,GIA,7266172494,,,2153.865,2950.5,No,Yes,No,Regular,,ISR,ISR,,,,
2049A,Princess,0.77,D,,VS1,,73.2,72,Very Good,0,0,,0,,,,Very Good,None,5.01 - 4.99 x 3.65,None,Slightly Thick To Very Thick,GIA,7218618123,,,2344.65,3045,No,Yes,No,Regular,,ISR,ISR,,,,
2050A,Princess,0.75,D,,VS1,,69.7,77,Excellent,0,0,,0,,,,Good,None,5.18 - 5.14 x 3.58,None,Thin To Medium,GIA,1189884974,,,2034.1125,2712.15,No,Yes,No,Regular,,ISR,ISR,,,,
2051A,Princess,0.78,D,,VVS2,,71.7,73,Excellent,0,0,,0,,,,Very Good,None,5.15 - 5.10 x 3.66,None,Slightly Thick,GIA,5253642462,,,2522.52,3234,No,Yes,No,Regular,,ISR,ISR,,,,
2054A,Princess,0.81,E,,VS1,,72.1,73,Excellent,0,0,,0,,,,Very Good,None,5.23 - 5.22 x 3.77,None,Slightly Thick To Thick,GIA,7212606475,,,2575.314,3179.4,No,Yes,No,Regular,,ISR,ISR,,,,
2055A,Princess,0.8,E,,VS1,,70.7,75,Excellent,0,0,,0,,,,Very Good,None,5.33 - 5.22 x 3.70,None,Medium To Slightly Thick,GIA,3245276928,,,2543.52,3179.4,No,Yes,No,Regular,,ISR,ISR,,,,
2056A,Princess,0.85,E,,VVS2,,69.8,72,Very Good,0,0,,0,,,,Very Good,None,5.25 - 5.25 x 3.66,None,Medium To Slightly Thick,GIA,6255788937,,,2912.2275,3426.15,No,Yes,No,Regular,,ISR,ISR,,,,
2059A,Princess,0.91,H,,VS1,,71.2,74,Very Good,0,0,,0,,,,Good,None,5.42 - 5.41 x 3.85,None,Very Thin To Very Thick,GIA,2155522443,,,2598.0045,2854.95,No,Yes,No,Regular,,ISR,ISR,,,,
2060A,Princess,0.91,G,,SI1,,72.3,74,Very Good,0,0,,0,,,,Good,None,5.30 - 5.27 x 3.81,None,Slightly Thick To Very Thick,GIA,2186905890,,,2568.384,2822.4,No,Yes,No,Regular,,ISR,ISR,,,,
2061B,Princess,0.98,G,,VS1,,71.6,72,Excellent,0,0,,0,,,,Good,None,5.52 - 5.43 x 3.89,None,Thick To Very Thick,GIA,7341359327,,,3307.206,3374.7,No,Yes,No,Regular,,ISR,ISR,,,,
2062A,Princess,0.9,F,,SI1,,71.4,70,Excellent,0,0,,0,,,,Very Good,None,5.38 - 5.24 x 3.74,None,Medium To Thick,GIA,2186759452,,,2835.945,3151.05,No,Yes,No,Regular,,ISR,ISR,,,,
2063A,Princess,0.9,F,,SI1,,71.1,72,Very Good,0,0,,0,,,,Good,None,5.31 - 5.23 x 3.72,None,Slightly Thick To Thick,GIA,2176506672,,,2653.56,2948.4,No,Yes,No,Regular,,ISR,ISR,,,,
2064A,Princess,0.92,E,,VS2,,73.2,72,Very Good,0,0,,0,,,,Very Good,None,5.42 - 5.30 x 3.88,None,Extremely Thin To Thick ,GIA,5151524091,,,3146.262,3419.85,No,Yes,No,Regular,,ISR,ISR,,,,
2065A,Princess,0.96,D,,VS2,,69.2,68,Very Good,0,0,,0,,,,Very Good,None,5.59 - 5.52 x 3.82,None,Medium To Slightly Thick,GIA,7172608470,,,3643.92,3795.75,No,Yes,No,Regular,,ISR,ISR,,,,
2066A,Princess,0.91,D,,VS1,,72.5,78,Excellent,0,0,,0,,,,Very Good,None,5.39 - 5.36 x 3.89,None,Slightly Thick,GIA,2346751985,,,3600.324,3956.4,No,Yes,No,Regular,,ISR,ISR,,,,
2067A,Princess,0.91,D,,VS1,,70.7,70,Excellent,0,0,,0,,,,Very Good,None,5.29 - 5.25 x 3.71,None,Thick,GIA,5253787556,,,3600.324,3956.4,No,Yes,No,Regular,,ISR,ISR,,,,
2069A,Princess,1.06,G,,VS2,,70.4,67,Excellent,0,0,,0,,,,Very Good,None,5.71 - 5.52 x 3.88,None,Slightly Thick To Thick,GIA,2176491996,,,3923.325,3701.25,No,Yes,No,Regular,,ISR,ISR,,,,
2079A,Princess,1.06,F,,VS1,,70.5,71,Very Good,0,0,,0,,,,Very Good,None,5.57 - 5.55 x 3.91,None,Slightly Thick To Thick,GIA,2156235621,,,4470.921,4217.85,No,Yes,No,Regular,,ISR,ISR,,,,
2081A,Princess,1.01,E,,SI1,,70.8,74,Very Good,0,0,,0,,,,Good,None,5.69 - 5.51 x 3.90,None,Medium To Thick,GIA,2347753251,,,3486.924,3452.4,No,Yes,No,Regular,,ISR,ISR,,,,
2084A,Princess,1.01,E,,VS1,,66.9,75,Excellent,0,0,,0,,,,Good,Faint Blue,5.63 - 5.60 x 3.75,None,Medium To Very Thick,GIA,6207798323,,,3823.1025,3785.25,No,Yes,No,Regular,,ISR,ISR,,,,
2086T,Princess,1.01,D,,SI1,,72.7,74,Very Good,0,0,,0,,,,Good,None,5.49 - 5.49 x 3.99,None,Very Thin To Very Thick,GIA,3345753020,,,3670.3905,3634.05,No,Yes,No,Regular,,ISR,ISR,,,,
2086A,Princess,1.01,E,,VVS2,,69.6,71,Excellent,0,0,,0,,,,Very Good,None,5.66 - 5.64 x 3.93,None,Slightly Thick To Thick,GIA,2257236751,,,4941.93,4893,No,Yes,No,Regular,,ISR,ISR,,,,
2090A,Princess,1.01,D,,VVS2,,69.6,72,Excellent,0,0,,0,,,,Very Good,None,5.77 - 5.60 x 3.90,None,Slightly Thick To Thick,GIA,6341753284,,,5964.252,5905.2,No,Yes,No,Regular,,ISR,ISR,,,,
2092A,Princess,1.21,G,,VS2,,70.3,77,Very Good,0,0,,0,,,,Very Good,None,6.15 - 6.02 x 4.23,None,Very Thin To Thick,GIA,1206798393,,,5249.706,4338.6,No,Yes,No,Regular,,ISR,ISR,,,,
2099A,Princess,1.3,G,,VS1,,69.9,80,Very Good,0,0,,0,,,,Good,None,6.36 - 6.34 x 4.43,None,Extremely Thin To Slightly Thick,GIA,5201798447,,,5840.835,4492.95,No,Yes,No,Regular,,ISR,ISR,,,,
2095H,Princess,1.25,G,,VS1,,74,72,Very Good,0,0,,0,,,,Very Good,None,6.07 - 5.93 x 4.39,None,Medium To Thick,GIA,2205798368,,,5698.875,4559.1,No,Yes,No,Regular,,ISR,ISR,,,,
2104A,Princess,1.51,G,,VS2,,70.9,71,Very Good,0,0,,0,,,,Very Good,Faint Blue,6.54 - 6.43 x 4.56,None,Medium,GIA,2165432549,,,8230.3305,5450.55,No,Yes,No,Regular,,ISR,ISR,,,,
2106A,Princess,1.51,F,,SI1,,68.2,76,Excellent,0,0,,0,,,,Very Good,None,6.48 - 6.40 x 4.36,None,Very Thin To Very Thick,GIA,1348750999,,,8491.938,5623.8,No,Yes,No,Regular,,ISR,ISR,,,,
2107A,Princess,1.54,F,,VS2,,68.5,73,Very Good,0,0,,0,,,,Very Good,None,6.56 - 6.48 x 4.44,None,Thin To Slightly Thick,GIA,1162556411,,,9396.387,6101.55,No,Yes,No,Regular,,ISR,ISR,,,,
2108A,Princess,1.51,E,,VS1,,69.4,70,Very Good,0,0,,0,,,,Very Good,None,6.49 - 6.46 x 4.48,None,Medium To Slightly Thick,GIA,3155864148,,,10288.3095,6813.45,No,Yes,No,Regular,,ISR,ISR,,,,
2109A,Princess,1.55,D,,VVS2,,72.7,71,Very Good,0,0,,0,,,,Very Good,None,6.37 - 6.27 x 4.56,None,Slightly Thick To Thick,GIA,2155264801,,,12784.0125,8247.75,No,Yes,No,Regular,,ISR,ISR,,,,
2110A,Princess,1.72,H,,SI1,,71.2,74,Very Good,0,0,,0,,,,Very Good,None,6.92 - 6.71 x 4.78,None,Thin To Extremely Thick,GIA,1353395822,,,9113.076,5298.3,No,Yes,No,Regular,,ISR,ISR,,,,
2111A,Princess,1.7,F,,SI1,,71,75,Very Good,0,0,,0,,,,Good,None,6.79 - 6.63 x 4.71,None,Medium To Very Thick,GIA,2176271992,,,10001.355,5883.15,No,Yes,No,Regular,,ISR,ISR,,,,
2113A,Princess,1.82,E,,VS1,,68.4,72,Excellent,0,0,,0,,,,Very Good,None,7.21 - 7.05 x 4.82,None,Thin To Thick,GIA,5346750667,,,14880.957,8176.35,No,Yes,No,Regular,,ISR,ISR,,,,
2114A,Princess,2.02,G,,VS2,,70.6,71,Excellent,0,0,,0,,,,Excellent,None,7.06 - 7.03 x 4.96,None,Slightly Thick,GIA,1179394336,,,15729.336,7786.8,No,Yes,No,Regular,,ISR,ISR,,,,
2115A,Princess,2.01,F,,VS1,,70.8,70,Excellent,0,0,,0,,,,Excellent,Faint Blue,7.00 - 6.98 x 4.94,None,Slightly Thick,GIA,2176308564,,,17652.222,8782.2,No,Yes,No,Regular,,ISR,ISR,,,,
2116A,Princess,2.5,G,,VS1,,71.4,72,Excellent,0,0,,0,,,,Very Good,None,7.33 - 7.31 x 5.21,None,Slightly Thick To Thick,GIA,6205249984,,,23900.625,9560.25,No,Yes,No,Regular,,ISR,ISR,,,,
2117A,Princess,3,E,,VS2,,73,69,Very Good,0,0,,0,,,,Very Good,None,7.90 - 7.83 x 5.71,None,Thin To Slightly Thick,GIA,2346529376,,,38367,12789,No,Yes,No,Regular,,ISR,ISR,,,,
3004A,Emerald,0.53,D,,VS1,,65.8,65,Excellent,0,0,,0,,,,Very Good,Faint Blue,5.76 - 3.84 x 2.53,None,Thick,GIA,2175404896,,,1066.254,2011.8,No,Yes,No,Regular,,ISR,ISR,,,,
3006D,Emerald,0.58,D,,VVS1,,70,73,Very Good,0,0,,0,,,,Very Good,None,5.53 - 3.97 x 2.78,None,Very Thick To Extremely Thick,GIA,7341538064,,,1236.879,2132.55,No,Yes,No,Regular,,ISR,ISR,,,,
3006E,Emerald,0.51,D,,VVS1,,63.2,62,Excellent,0,0,,0,,,,Very Good,None,5.44 - 3.89 x 2.46,None,Thick To Very Thick,GIA,2346537882,,,1143.828,2242.8,No,Yes,No,Regular,,ISR,ISR,,,,
3021A,Emerald,0.77,F,,VS1,,63.4,63,Excellent,0,0,,0,,,,Excellent,None,6.21 - 4.49 x 2.85,None,Slightly Thick,GIA,1213907624,,,2165.163,2811.9,No,Yes,No,Regular,,ISR,ISR,,,,
3024A,Emerald,0.7,E,,SI1,,67,61,Very Good,0,0,,0,,,,Good,None,6.05 - 4.20 x 2.81,None,Medium To Thick,GIA,2166750814,,,1498.665,2140.95,No,Yes,No,Regular,,ISR,ISR,,,,
3028A,Emerald,0.73,D,,IF,,66.2,65,Very Good,0,0,,0,,,,Very Good,None,6.37 - 4.49 x 2.97,None,Medium,GIA,15955569,,,2642.892,3620.4,No,Yes,No,Regular,,ISR,ISR,,,,
3030A,Emerald,0.81,F,,VS1,,66.3,60,Excellent,0,0,,0,,,,Excellent,Faint Blue,6.50 - 4.59 x 3.04,None,Medium To Slightly Thick,GIA,6242394000,,,2383.101,2942.1,No,Yes,No,Regular,,ISR,ISR,,,,
3033A,Emerald,0.82,D,,VS2,,66.8,66,Excellent,0,0,,0,,,,Very Good,None,6.58 - 4.47 x 2.99,None,Thick To Very Thick,GIA,1225341719,,,2570.085,3134.25,No,Yes,No,Regular,,ISR,ISR,,,,
3035A,Emerald,0.8,D,,VS1,,66.2,62,Excellent,0,0,,0,,,,Very Good,None,6.35 - 4.53 x 3.00,None,Medium To Slightly Thick,GIA,7218955332,,,2588.88,3236.1,No,Yes,No,Regular,,ISR,ISR,,,,
3036A,Emerald,0.8,D,,VVS2,,64.1,65,Very Good,0,0,,0,,,,Very Good,None,6.78 - 4.59 x 2.94,None,Thin To Slightly Thick,GIA,2257076514,,,2587.2,3234,No,Yes,No,Regular,,ISR,ISR,,,,
3037A,Emerald,0.91,H,,SI1,,67.7,63,Excellent,0,0,,0,,,,Excellent,None,6.52 - 4.61 x 3.12,None,Slightly Thick To Thick,GIA,6167461271,,,2421.237,2660.7,No,Yes,No,Regular,,ISR,ISR,,,,
3038A,Emerald,0.91,H,,VS1,,63.9,64,Excellent,0,0,,0,,,,Very Good,None,6.74 - 4.68 x 2.99,None,Slightly Thick,GIA,2161357426,,,2684.955,2950.5,No,Yes,No,Regular,,ISR,ISR,,,,
3039A,Emerald,0.9,F,,SI1,,61.1,76,Very Good,0,0,,0,,,,Very Good,None,6.80 - 4.82 x 2.94,None,Medium To Slightly Thick,GIA,2171419406,,,2653.56,2948.4,No,Yes,No,Regular,,ISR,ISR,,,,
3041A,Emerald,0.92,E,,VS2,,66.7,64,Excellent,0,0,,0,,,,Very Good,None,6.81 - 4.74 x 3.16,None,Medium To Slightly Thick,GIA,2165190836,,,3044.832,3309.6,No,Yes,No,Regular,,ISR,ISR,,,,
3042A,Emerald,0.9,E,,VS1,,64.3,75,Very Good,0,0,,0,,,,Very Good,None,6.66 - 4.87 x 3.13,None,Medium To Very Thick,GIA,7232323773,,,3048.57,3387.3,No,Yes,No,Regular,,ISR,ISR,,,,
3044A,Emerald,0.98,E,,VS1,,66.5,69,Very Good,0,0,,0,,,,Very Good,None,6.66 - 4.80 x 3.20,None,Slightly Thick To Thick,GIA,1172953057,,,3547.992,3620.4,No,Yes,No,Regular,,ISR,ISR,,,,
3045A,Emerald,0.9,D,,SI1,,67.2,70,Very Good,0,0,,0,,,,Very Good,Faint Blue,6.43 - 4.60 x 3.09,None,Thin To Very Thick,GIA,7192766374,,,2879.415,3199.35,No,Yes,No,Regular,,ISR,ISR,,,,
3048A,Emerald,1.09,G,,VS2,,66.3,68,Excellent,0,0,,0,,,,Very Good,None,7.02 - 5.03 x 3.34,None,Thick To Very Thick,GIA,6245740567,,,4172.847,3828.3,No,Yes,No,Regular,,ISR,ISR,,,,
3059A,Emerald,1.01,E,,VS1,,70.9,68,Very Good,0,0,,0,,,,Very Good,None,6.98 - 4.73 x 3.35,None,Medium To Very Thick,GIA,6345538631,,,4435.011,4391.1,No,Yes,No,Regular,,ISR,ISR,,,,
3060A,Emerald,1.01,D,,SI1,,63.9,65,Very Good,0,0,,0,,,,Very Good,None,7.07 - 4.94 x 3.16,None,Medium To Slightly Thick,GIA,6242997550,,,3932.334,3893.4,No,Yes,No,Regular,,ISR,ISR,,,,
3061A,Emerald,1,D,,VS1,,62.3,64,Excellent,0,0,,0,,,,Very Good,Faint Blue,6.98 - 4.85 x 3.02,None,Medium,GIA,2161493022,,,4401.6,4401.6,No,Yes,No,Regular,,ISR,ISR,,,,
3064A,Emerald,1.04,D,,IF,,64.2,66,Excellent,0,0,,0,,,,Very Good,None,7.14 - 5.05 x 3.24,None,Medium To Slightly Thick,GIA,6342750919,,,8155.056,7841.4,No,Yes,No,Regular,,ISR,ISR,,,,
3065A,Emerald,1.1,D,,IF,,59.5,74,Excellent,0,0,,0,,,,Very Good,None,7.58 - 5.08 x 3.02,None,Medium To Slightly Thick,GIA,6342606890,,,8625.54,7841.4,No,Yes,No,Regular,,ISR,ISR,,,,
3070A,Emerald,1.21,E,,VVS2,,69.5,64,Very Good,0,0,,0,,,,Good,None,7.18 - 5.11 x 3.55,None,Slightly Thick To Thick,GIA,2201798493,,,5614.3395,4639.95,No,Yes,No,Regular,,ISR,ISR,,,,
3076A,Emerald,1.3,D,,VVS1,,68.6,62,Excellent,0,0,,0,,,,Very Good,None,7.31 - 5.12 x 3.51,None,Thick To Very Thick,GIA,5346529297,,,9464.91,7280.7,No,Yes,No,Regular,,ISR,ISR,,,,
3080A,Emerald,1.5,G,,VVS2,,66.3,69,Very Good,0,0,,0,,,,Very Good,None,8.13 - 5.57 x 3.69,None,Slightly Thick,GIA,2347752645,,,9758.7,6505.8,No,Yes,No,Regular,,ISR,ISR,,,,
3081A,Emerald,1.5,F,,VS2,,67.5,65,Excellent,0,0,,0,,,,Excellent,None,7.76 - 5.55 x 3.75,None,Slightly Thick To Thick,GIA,1186582474,,,9742.95,6495.3,No,Yes,No,Regular,,ISR,ISR,,,,
3082A,Emerald,1.53,F,,VS1,,66.3,68,Excellent,0,0,,0,,,,Very Good,None,7.97 - 5.74 x 3.81,None,Slightly Thick To Thick,GIA,7346831738,,,10377.99,6783,No,Yes,No,Regular,,ISR,ISR,,,,
3084A,Emerald,1.52,E,,VS1,,63.4,65,Excellent,0,0,,0,,,,Excellent,None,7.93 - 5.57 x 3.53,None,Thick,GIA,5256354271,,,11572.596,7613.55,No,Yes,No,Regular,,ISR,ISR,,,,
3085A,Emerald,1.53,D,,VS2,,62.7,74,Very Good,0,0,,0,,,,Very Good,None,8.07 - 5.81 x 3.64,None,Thin To Thick,GIA,7151928315,,,10647.882,6959.4,No,Yes,No,Regular,,ISR,ISR,,,,
3086A,Emerald,1.54,D,,VS1,,64.6,60,Excellent,0,0,,0,,,,Very Good,Faint Blue,7.86 - 5.70 x 3.68,None,Medium To Slightly Thick,GIA,7192537385,,,11359.425,7376.25,No,Yes,No,Regular,,ISR,ISR,,,,
3089B,Emerald,1.75,E,,SI1,,68,62,Excellent,0,0,,0,,,,Excellent,None,7.90 - 5.73 x 3.90,None,Thick,GIA,1149193241,,,10995.6,6283.2,No,Yes,No,Regular,,ISR,ISR,,,,
3091A,Emerald,2.01,G,,VS1,,65,71,Very Good,0,0,,0,,,,Good,None,8.46 - 6.30 x 4.09,None,Slightly Thick To Extremely Thick,GIA,5202798492,,,15824.529,7872.9,No,Yes,No,Regular,,ISR,ISR,,,,
3093B,Emerald,2.21,F,,VVS2,,69.4,68,Very Good,0,0,,0,,,,Very Good,None,8.58 - 6.41 x 4.45,None,Slightly Thick To Thick,GIA,7346279906,,,22945.104,10382.4,No,Yes,No,Regular,,ISR,ISR,,,,
3097A,Emerald,2.01,D,,VVS2,,67.9,70,Very Good,0,0,,0,,,,Very Good,None,8.68 - 6.16 x 4.18,Very Small,Medium To Thick,GIA,6207798357,,,24129.3465,12004.65,No,Yes,No,Regular,,ISR,ISR,,,,
3098A,Emerald,3.03,D,,VS2,,59.1,73,Very Good,0,0,,0,,,,Very Good,None,10.58 - 7.38 x 4.36,None,Medium To Slightly Thick,GIA,2198341795,,,47744.7705,15757.35,No,Yes,No,Regular,,ISR,ISR,,,,
4002B,Pear,0.31,D,,VVS1,,62.9,59,Very Good,0,0,,0,,,,Very Good,None,5.80 - 3.77 x 2.37,None,Thick To Very Thick,GIA,2347537775,,,462.5355,1492.05,No,Yes,No,Regular,,ISR,ISR,,,,
4002E,Pear,0.36,D,,IF,,57.5,60,Excellent,0,0,,0,,,,Very Good,None,6.32 - 4.06 x 2.34,None,Medium,GIA,2156307119,,,730.296,2028.6,No,Yes,No,Regular,,ISR,ISR,,,,
4055B,Pear,0.5,D,,VVS2,,57.3,60,Very Good,0,0,,0,,,,Very Good,None,7.07 - 4.55 x 2.60,None,Slightly Thick To Very Thick,GIA,2344537808,,,1107.225,2214.45,No,Yes,No,Regular,,ISR,ISR,,,,
4056A,Pear,0.54,D,,IF,,61.4,57,Excellent,0,0,,0,,,,Very Good,Faint Blue,7.15 - 4.63 x 2.85,None,Thin To Thick,GIA,2111614824,,,1436.778,2660.7,No,Yes,No,Regular,,ISR,ISR,,,,
4057H,Pear,0.7,G,,VVS1,,59.2,58,Excellent,0,0,,0,,,,Excellent,None,7.93 - 4.93 x 2.92,None,Slightly Thick To Extremely Thick,GIA,2344131383,,,2017.575,2882.25,No,Yes,No,Regular,,ISR,ISR,,,,
4059A,Pear,0.7,F,,VS1,,57.1,59,Excellent,0,0,,0,,,,Very Good,Faint Blue,8.01 - 5.10 x 2.91,None,Medium To Very Thick,GIA,2248423129,,,1756.65,2509.5,No,Yes,No,Regular,,ISR,ISR,,,,
4065A,Pear,0.71,D,,VS1,,55.4,61,Excellent,0,0,,0,,,,Very Good,None,8.20 - 5.14 x 2.85,None,Medium To Thick,GIA,2247555734,,,2263.338,3187.8,No,Yes,No,Regular,,ISR,ISR,,,,
4070A,Pear,0.8,F,,VS2,,61.6,56,Very Good,0,0,,0,,,,Excellent,Faint Blue,8.37 - 5.09 x 3.14,None,Thick To Very Thick,GIA,7233033569,,,2301.6,2877,No,Yes,No,Regular,,ISR,ISR,,,,
4071A,Pear,0.8,F,,VS1,,60.3,62,Excellent,0,0,,0,,,,Very Good,None,8.15 - 5.18 x 3.13,None,Medium To Thick,GIA,1213729629,,,2526.72,3158.4,No,Yes,No,Regular,,ISR,ISR,,,,
4072A,Pear,0.84,F,,VS1,,60.3,58,Excellent,0,0,,0,,,,Excellent,None,8.41 - 5.17 x 3.12,None,Slightly Thick To Very Thick,GIA,6215701284,,,2725.38,3244.5,No,Yes,No,Regular,,ISR,ISR,,,,
4073A,Pear,0.8,F,,VS1,,61.1,59,Very Good,0,0,,0,,,,Very Good,None,8.37 - 5.20 x 3.18,None,Slightly Thick To Thick,GIA,1255758597,,,2526.72,3158.4,No,Yes,No,Regular,,ISR,ISR,,,,
4074A,Pear,0.8,E,,VS2,,60.2,58,Very Good,0,0,,0,,,,Very Good,None,8.21 - 5.27 x 3.17,None,Medium To Thick,GIA,7216547899,,,2526.72,3158.4,No,Yes,No,Regular,,ISR,ISR,,,,
